company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Pine Labs","pinelabs.com","India","APAC","fintech","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Merchant commerce platform needing communication with merchants and customers."
"Niva Bupa Health Insurance","nivabupa.com","IN","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Health insurance with customer service call center and claims processing"
"Practo","practo.com","India","APAC","healthtech","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment","Online doctor consultation and appointment booking platform."
"Verint Systems (Australia)","verint.com.au","AU","APAC","technology","ai-agent","unverified","tier3","30","","voice_agent","AI-Powered Agent Assist, Conversational AI","Verint offers solutions for customer engagement, including conversational AI and automation for contact centers."
"UJET (Australia)","ujet.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Cloud contact center platform with AI and automation capabilities."
"Avaamo (India)","avaamo.ai","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Enterprise AI conversational platform."
"Yellow.ai (India)","yellow.ai","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Conversational AI platform for automating customer experiences."
"Prompt Communications (Australia)","prompt.com.au","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provider of contact center solutions with IVR and call routing."
"Callbox (Philippines)","callbox.com.ph","PH","APAC","technology","ai-agent","unverified","tier3","30","","phone_workflow","Call center services, lead generation","B2B marketing solutions including call center and lead generation services."
"TeleApps (Australia)","teleapps.com.au","AU","APAC","technology","sip-trunking","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","sip","TeleApps provide cloud hosted business phone systems with SIP trunking."
"LeadSquared (India)","leadsquared.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Marketing automation and CRM software with call center integration."
"Innovaccer","innovaccer.com","IN","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Healthcare data platform with AI-powered patient outreach and engagement solutions."
"Wipro BPO","wipro.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Provides BPO and customer service solutions, integrating with AI to improve operations."
"Tech Mahindra Business Process Services","techmahindra.com","IN","APAC","technology","ai-agent","validated","tier3","30","","provider_signal","uses AI","Provides BPO and customer service, uses AI"
