company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
" babelforce GmbH","babelforce.com","DE","EMEA","contact-center","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voicebot","Offers a no-code automation platform for contact centers including voice integrations."
"Sidetrade","sidetrade.com","FR","EMEA","finance","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","accounts receivable","Uses AI for customer engagement and sales automation. Potential for voice applications."
"Sabio Group","sabiogroup.com","UK","EMEA","any","voice-ai","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center","A contact center solutions provider that leverages AI for automation and improved customer experiences."
"Aviso AI","aviso.com","UK","EMEA","sales","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call analytics","AI-driven revenue intelligence platform using conversational intelligence."
"Talkpush","talkpush.com","","EMEA","","voice-api","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai","Recruitment automation platform using conversational AI for candidate screening."
"Symbl.ai","symbl.ai","GB","EMEA","ai","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai conversation","Conversation intelligence platform that processes voice conversations to extract insights."
"Aura Group","aura.co","UK","EMEA","healthcare","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voicebot","Develops AI solutions focused on voice technologies."
"Y Meadows","ymeadows.com","CH","EMEA","contact-center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice conversation","AI-powered customer service platform."
"Alcméon","alcmeon.com","FR","EMEA","contact-center","ai-agent","validated","tier1","100","Vertical software with phone-native workflows","vertical_phone_workflows","messaging platform","CRM software with call center functionalities."
"Clarity AI","clarity.ai","Spain","EMEA","hr-tech","voice-ai","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","customer service","Sustainability data and insights platform, potentially used in fintech with voice workflows for customer support or sales."
"Aivo","aivo.co","ES","EMEA","Customer Service","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Provides a conversational AI platform for customer interaction."
"LeadDesk","leaddesk.com","FI","EMEA","ai-voice","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Cloud contact center for sales and customer service with a dialer"
"Aixplain","aixplain.com","DE","EMEA","customer_service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","No-code AI platform for call center AI"
"Agnitio","agnitio.com","DK","EMEA","pharmaceutical","voice-api","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","digital engagement","Multichannel communication platform for pharma sales."
"Yumit","yumit.ai","FR","EMEA","customer_service","ai-agent","unverified","tier3","30","","ai_agent","AI-based Customer Service Agent","AI-based Customer Service Agent"
"Encharge","encharge.io","BG","EMEA","marketing","ai-agent","unverified","tier3","30","","phone_workflow","Marketing automation platform that helps B2B SaaS companies automate their customer journeys. integrates with telephony platforms","Encharge is a marketing automation platform that helps B2B SaaS companies automate their customer journeys."
"Auris AI","auris.ai","UK","EMEA","customer service","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer experience","AI-powered platform for analyzing customer feedback from various sources."
"Talia","talia.chat","ES","EMEA","Customer Service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","AI-powered voice assistants for customer service automation."
"Utterly","utterly.app","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer service","Provides an AI platform to automate customer calls"
"Skintelligent","skintelligent.ai","DE","EMEA","Customer Service","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agents for customer support."
"Remi AI","remi-ai.com","France","EMEA","Any","ai-agent","unverified","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered virtual assistant for call centers."
"Slang.ai","slang.ai","ES","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","AI-powered voice assistant for language learning."
"Veridas","veridas.com","ES","EMEA","Security","ai-agent","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","verification platform","Voice biometrics for authentication and fraud prevention."
"HumanFirst","humanfirst.ai","UK","EMEA","cross-vertical","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","HumanFirst provides tooling to build, test and improve conversational AI systems."
"Jiminny","jiminny.com","GB","EMEA","sales","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","call tracking","Provides a conversation intelligence platform for sales teams."
"Leadworx","leadworx.com","FI","EMEA","sales","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","lead generation","Offers lead generation and sales automation tools."
"Dixa","dixa.com","Denmark","EMEA","customer support","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer service","Customer service platform with omnichannel support."
"LeadBoxer","leadboxer.com","NL","EMEA","sales","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","lead generation","B2B lead generation software."
"Zobot","zobot.de","DE","EMEA","customer service","ai-agent","unverified","tier3","50","","voice_agent","KI Voice Assistants - Automate your phone calls with AI","Offers AI voice assistants for customer service."
"Invoca","invoca.com","UK","EMEA","any","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call analytics","Invoca uses AI to analyze phone conversations for marketing insights and lead qualification."
"Calldesk","calldesk.ai","France","EMEA","ai-voice","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice agent","Calldesk provides AI-powered virtual agents for customer service and sales, automating phone conversations and improving customer experience."
"Quantanite","quantanite.com","UK","EMEA","Any","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","BPO provider offering contact center solutions and AI-powered automation."
"Auxilion","auxilion.com","Ireland","EMEA","BPO","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","IT outsourcing company providing managed services and contact center solutions."
"konversionsKraft","konversionskraft.de","Germany","EMEA","CX","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","customer experience","Consultancy optimizing customer experience using data analysis and AI."
"Content Guru","contentguru.com","UK","EMEA","any","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Provider of cloud contact center and customer engagement solutions."
"Puzzel","puzzel.com","Norway","EMEA","any","voice-ai","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","workforce management","Provider of cloud-based contact center solutions."
