company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Umni","umni.com","EE","EMEA","Customer Service","ai-agent","unverified","tier3","30","","voice_agent","An AI-powered virtual assistant is one of the best solutions for improving customer service","Umni is an AI-powered virtual assistant platform for customer service."
"Klu.ai","klu.ai","NL","EMEA","Customer Service","ai-agent","unverified","tier3","30","","phone_workflow","Provides agents with the right information at the right time to resolve customer requests efficiently.","AI-powered assistant that helps agents access the right information"
"voicery.ai","voicery.ai","Switzerland","EMEA","","voice-ai","unverified","tier3","30","","","","Natural Voice AI, workflows, integrations, chatbots and multilingual agents – the complete solution for intelligent voice AI."
"Shift Technology","shift-technology.com","France","EMEA","insurtech","voice-ai","validated","tier3","100","","","","Provides AI-powered fraud detection solutions for insurance, possibly using voice analytics."
"Vocapia Research","vocapia.com","FR","EMEA","any","ai-agent","validated","tier3","70","","","","Speech-to-text, speaker diarization and language identification technology."
"Altheia.ai","altheia.ai","France","EMEA","healthcare","ai-agent","unverified","tier3","30","","voice_agent","Revolutionize Healthcare Communication with Voice AI","Voice AI to empower patient communication."
"Resolv AI","resolv.ai","UK","EMEA","customer service","ai-agent","unverified","tier3","30","","voice_agent","Revolutionise customer service with AI","AI powered customer service agents."
"Vokode","vokode.com","GB","EMEA","ai","voice-api","validated","tier3","70","","","","Voice AI APIs for building voice-enabled applications."
"Symbl.ai","symbl.ai","GB","EMEA","ai","voice-api","validated","tier3","70","","","","Conversation Intelligence Platform APIs for various use cases."
"DeepZen","deepzen.io","UK","EMEA","any","voice-api","unverified","tier3","70","","","","AI voice generation for various applications."
"Descript","descript.com","IE","EMEA","marketing","voice-api","validated","tier3","70","","","","AI-powered audio and video editing software using text transcriptions."
"Luware","luware.com","CH","EMEA","finance","ai-agent","validated","tier3","70","","","","Contact center solutions for Microsoft Teams."
"airfocus","airfocus.com","DE","EMEA","product_management","voice-api","validated","tier3","70","","","","Offers voice feedback features to its user-feedback platform"
"Calldrip","calldrip.com","GB","EMEA","sales","voice-api","validated","tier3","70","","","","Automated outbound calling platform for sales teams."
"Sidetrade","sidetrade.com","FR","EMEA","finance","voice-api","validated","tier3","70","","","","Offers integrated telephony functionality for sales and customer service within its finance platform."
"Lead Connect","leadconnect.io","GB","EMEA","sales","voice-api","validated","tier3","70","","","","Outreach platform with integrated telephony"
"Superdial","superdial.ai","FR","EMEA","Sales","ai-agent","unverified","tier3","30","","voice_agent","AI Sales Dialer","AI sales dialer that automates outbound calling and lead qualification."
"SentiSum","sentisum.com","UK","EMEA","any","ai-agent","validated","tier3","70","","","","AI platform for analyzing customer conversations, including voice calls, to identify insights and improve customer service."
"Abacum","abacum.ai","Spain","EMEA","Fintech","ai-agent","unverified","tier3","30","","phone_workflow","Voice-based controls is an obvious future direction.","Financial planning and analysis platform that could use voice for data entry or reporting."
"Axeo AI","axeo.ai","FR","EMEA","customer service","ai-agent","unverified","tier3","30","","voice_agent","Automate your customer service on the phone and messaging channels","AI-powered customer service automation for phone and messaging."
"Agnitio","agnitio.com","DK","EMEA","pharmaceutical","voice-api","validated","tier3","70","","","","Provides solutions for the pharmaceutical industry including voice communication."
"Webmecanik","webmecanik.com","FR","EMEA","marketing automation","voice-api","validated","tier3","70","","","","Marketing automation platform, might embed click-to-call or voice capabilities."
