company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Voice AI","open.cx","Switzerland","EMEA","","voice-ai","unverified","tier3","30","","","","AI Voice handles your phone support with natural conversations, intelligent routing, and seamless handoffs to human agents. Your customers won't know they're ..."
"Voice AI Agents for Enterprise Contact Centers","teneo.ai","Sweden","EMEA","","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Replicant provides a powerful platform for automating high volume customer service conversations. It has limited successful case studies with global ...

99% Accuracy Across 86+ Languages. Native CCaa"
"Eurowings brings multilingual Voice AI to its call centers in under ...","leapingai.com","UK","EMEA","","voice-ai","unverified","tier3","30","","","","Eurowings partnered with Ströer-X and Leaping AI to introduce voice AI into their outsourced call center operations. The goal was to improve customer ..."
"The Market Map of AI Voice & Call Center Agents","b2venture.vc","Various","EMEA","insurtech","voice-ai","unverified","tier3","30","","","","Sierra *(2023; San Francisco, USA; raised USD 285M over 2 rounds): helps businesses deploy customisable AI agents for customer support that ..."
"Strategic BPO Company Services","euroanswer.co.uk","UK","EMEA","","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Yes. Through our Agent Assist technology, we provide Live Translation and real-time knowledge retrieval. This allows us to scale your support globally in 30+ ..."
"Spitch","spitch.com","Switzerland","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Develops enterprise solutions powered by conversational AI, including voicebots and chatbots for customer service."
"Vocads","vocads.com","Denmark","EMEA","Any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational voice ai","AI-powered outbound calling and dialing automation."
"CallPage","callpage.io","Poland","EMEA","Any","voice-api","validated","tier3","70","","","","CallPage offers a widget that connects website visitors with consultants via phone call in 28 seconds, focusing on sales and lead generation through immediate voice communication."
"Anytime Fitness UK","anytimefitness.co.uk","UK","EMEA","healthcare","voice-api","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","voice api","Gym franchise with a need for member communication and potential for AI-powered fitness guidance."
"Penni.io","penni.io","Denmark","EMEA","insurtech","voice-ai","validated","tier3","70","","","","Digital insurance platform focusing on simplification and sales enablement, likely needing voice solutions for customer interaction."
"United Call Centers: Home","unitedcallcenters.eu","HU","EMEA","","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Your 24/7 AI customer service agent for voice and text, scalable, flexible, and production-ready. Handles overflow, after-hours support, and complex cases with ..."
"Vocal Agent AI","vocalagent.eu","IE","EMEA","","voice-ai","unverified","tier3","30","","","","Transform customer communication with human-like AI voice agents that work 24/7. Increase sales, reduce costs, and never miss another opportunity."
"Premium Voice AI Agents","voicecentreai.co.uk","GB","EMEA","","voice-ai","unverified","tier3","30","","","","Migrate to an AI Call Centre with Human-like Voice AI Agents that Automate inbound and outbound Customer Calls - purpose built to your industry."
"Umni","umni.com","EE","EMEA","Customer Service","ai-agent","unverified","tier3","30","","voice_agent","An AI-powered virtual assistant is one of the best solutions for improving customer service","Umni is an AI-powered virtual assistant platform for customer service."
"Klu.ai","klu.ai","NL","EMEA","Customer Service","ai-agent","unverified","tier3","30","","phone_workflow","Provides agents with the right information at the right time to resolve customer requests efficiently.","AI-powered assistant that helps agents access the right information"
"voicery.ai","voicery.ai","Switzerland","EMEA","","voice-ai","unverified","tier3","30","","","","Natural Voice AI, workflows, integrations, chatbots and multilingual agents – the complete solution for intelligent voice AI."
"AI Voice Agent in Central Europe: Poland, Czech Republic ...","ainora.lt","Lithuania","EMEA","","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","These markets have unique characteristics: growing labor costs that make automation increasingly attractive, multilingual tourist traffic, and ..."
"Shift Technology","shift-technology.com","France","EMEA","insurtech","voice-ai","validated","tier3","100","","","","Provides AI-powered fraud detection solutions for insurance, possibly using voice analytics."
"Yuma","yuma.ai","UK","EMEA","HR Tech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","AI-powered customer service agents that handle customer inquiries via voice and chat."
"Vocapia Research","vocapia.com","FR","EMEA","any","ai-agent","validated","tier3","70","","","","Speech-to-text, speaker diarization and language identification technology."
"Clarity AI","clarity.ai","Spain","EMEA","hr-tech","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agent for customer service, automating call center tasks."
"Dixa","dixa.com","Denmark","EMEA","customer support","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","Customer service platform with AI-powered voice capabilities for automating phone support."
"Altheia.ai","altheia.ai","France","EMEA","healthcare","ai-agent","unverified","tier3","30","","voice_agent","Revolutionize Healthcare Communication with Voice AI","Voice AI to empower patient communication."
"Resolv AI","resolv.ai","UK","EMEA","customer service","ai-agent","unverified","tier3","30","","voice_agent","Revolutionise customer service with AI","AI powered customer service agents."
"Deepset","deepset.ai","Germany","EMEA","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Offers Haystack, an open-source framework used to build AI agents with voice."
"Callcenter.ai","callcenter.ai","ES","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","AI-powered call center solutions"
"Assembled","assembled.com","UK","EMEA","customer-service","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support operations","Integrates with contact center platforms"
"CPM International","cpm-int.com","UK","EMEA","BPO","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai solution","Field marketing and outsourcing company leveraging AI for improved customer interactions."
"Vokode","vokode.com","GB","EMEA","ai","voice-api","validated","tier3","70","","","","Voice AI APIs for building voice-enabled applications."
"Symbl.ai","symbl.ai","GB","EMEA","ai","voice-api","validated","tier3","70","","","","Conversation Intelligence Platform APIs for various use cases."
"DeepZen","deepzen.io","UK","EMEA","any","voice-api","unverified","tier3","70","","","","AI voice generation for various applications."
"Descript","descript.com","IE","EMEA","marketing","voice-api","validated","tier3","70","","","","AI-powered audio and video editing software using text transcriptions."
"aeven","aeven.co","FR","EMEA","finance","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","Provides an AI-powered call center automation solution for debt collection, reducing call volume and increasing efficiency."
"Rvvup","rvvup.com","IE","EMEA","finance","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Automated accounts payable with ai agent to handle invoices and payments."
"Luware","luware.com","CH","EMEA","finance","ai-agent","validated","tier3","70","","","","Contact center solutions for Microsoft Teams."
"Skwiz.ai","skwiz.ai","GB","EMEA","call_center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","AI call center automation"
"airfocus","airfocus.com","DE","EMEA","product_management","voice-api","validated","tier3","70","","","","Offers voice feedback features to its user-feedback platform"
"Calldrip","calldrip.com","GB","EMEA","sales","voice-api","validated","tier3","70","","","","Automated outbound calling platform for sales teams."
"Sidetrade","sidetrade.com","FR","EMEA","finance","voice-api","validated","tier3","70","","","","Offers integrated telephony functionality for sales and customer service within its finance platform."
"Lead Connect","leadconnect.io","GB","EMEA","sales","voice-api","validated","tier3","70","","","","Outreach platform with integrated telephony"
"Superdial","superdial.ai","FR","EMEA","Sales","ai-agent","unverified","tier3","30","","voice_agent","AI Sales Dialer","AI sales dialer that automates outbound calling and lead qualification."
"Aivo","aivo.co","ES","EMEA","Customer Service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation."
"OpenDialog","opendialog.ai","UK","EMEA","Customer Service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Open source conversational AI platform for building chatbots and voice assistants."
"Gnatta","gnatta.com","UK","EMEA","Customer Service","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","call routing","Customer engagement platform with AI-powered routing and automation."
"Auris AI","auris.ai","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Auris AI provides AI-powered voice agents to automate customer service interactions."
"ProcedureFlow","procedureflow.com","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","ProcedureFlow helps build and deploy AI agents to automate customer support workflows."
"Konverso","konverso.ai","France","EMEA","IT Service Desk","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","AI-powered virtual assistant for IT service desk automation, which uses voice-based interactions."
"Omilia","omilia.com","Greece","EMEA","any","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice automation","Offers conversational AI solutions for customer service, including voice-based virtual assistants."
"SentiSum","sentisum.com","UK","EMEA","any","ai-agent","validated","tier3","70","","","","AI platform for analyzing customer conversations, including voice calls, to identify insights and improve customer service."
"Gridspace","gridspace.com","UK","EMEA","customer service","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Provides a conversational AI platform that can be used to understand and automate customer interactions on voice channels."
"Corti","corti.ai","Denmark","EMEA","hr-tech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","AI-powered voice assistant for emergency call centers."
"Abacum","abacum.ai","Spain","EMEA","Fintech","ai-agent","unverified","tier3","30","","phone_workflow","Voice-based controls is an obvious future direction.","Financial planning and analysis platform that could use voice for data entry or reporting."
"DeepZen Limited","deepzen.io","UK","EMEA","AI","voice-api","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","voice api","AI text-to-speech service; may be used to automate IVRs or contact center interactions."
"boost.ai","boost.ai","Norway","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation."
"Axeo AI","axeo.ai","FR","EMEA","customer service","ai-agent","unverified","tier3","30","","voice_agent","Automate your customer service on the phone and messaging channels","AI-powered customer service automation for phone and messaging."
"Agnitio","agnitio.com","DK","EMEA","pharmaceutical","voice-api","validated","tier3","70","","","","Provides solutions for the pharmaceutical industry including voice communication."
"Webmecanik","webmecanik.com","FR","EMEA","marketing automation","voice-api","validated","tier3","70","","","","Marketing automation platform, might embed click-to-call or voice capabilities."
