company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Callcenter.ai","callcenter.ai","ES","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","AI-powered call center solutions"
"Assembled","assembled.com","UK","EMEA","customer-service","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support operations","Integrates with contact center platforms"
"CPM International","cpm-int.com","UK","EMEA","BPO","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai solution","Field marketing and outsourcing company leveraging AI for improved customer interactions."
"aeven","aeven.co","FR","EMEA","finance","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","Provides an AI-powered call center automation solution for debt collection, reducing call volume and increasing efficiency."
"Rvvup","rvvup.com","IE","EMEA","finance","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Automated accounts payable with ai agent to handle invoices and payments."
"Skwiz.ai","skwiz.ai","GB","EMEA","call_center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai call center","AI call center automation"
"Aivo","aivo.co","ES","EMEA","Customer Service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation."
"OpenDialog","opendialog.ai","UK","EMEA","Customer Service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Open source conversational AI platform for building chatbots and voice assistants."
"Gnatta","gnatta.com","UK","EMEA","Customer Service","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","call routing","Customer engagement platform with AI-powered routing and automation."
"Auris AI","auris.ai","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Auris AI provides AI-powered voice agents to automate customer service interactions."
"ProcedureFlow","procedureflow.com","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","ProcedureFlow helps build and deploy AI agents to automate customer support workflows."
"Konverso","konverso.ai","France","EMEA","IT Service Desk","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","AI-powered virtual assistant for IT service desk automation, which uses voice-based interactions."
"Omilia","omilia.com","Greece","EMEA","any","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice automation","Offers conversational AI solutions for customer service, including voice-based virtual assistants."
"Gridspace","gridspace.com","UK","EMEA","customer service","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Provides a conversational AI platform that can be used to understand and automate customer interactions on voice channels."
"Corti","corti.ai","Denmark","EMEA","hr-tech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","AI-powered voice assistant for emergency call centers."
"DeepZen Limited","deepzen.io","UK","EMEA","AI","voice-api","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","voice api","AI text-to-speech service; may be used to automate IVRs or contact center interactions."
"boost.ai","boost.ai","Norway","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation."
