company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Auris AI","auris.ai","UK","EMEA","customer service","ai-agent","validated","tier3","90","","","","Automated compliance for customer interactions, including call analysis."
"Wluper","wluper.com","UK","EMEA","any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice technology","Virtual assistant technology for various industries."
"Cognitive Voice","cognitivevoice.io","Germany","EMEA","ai-voice","ai-agent","unverified","tier3","50","","voice_agent","AI-Powered platform for business that revolutionizes how you connect with your customers.","AI powered platform for automated call centers"
"AIGIS","aigis.io","France","EMEA","ai-voice","ai-agent","validated","tier3","70","","","","Fraud prevention platform that uses voice biometrics."
"Utterly","utterly.app","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered call center automation."
"Intelia","intelia.io","ES","EMEA","ai-voice","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","Offers AI-powered solutions for contact centers, including voice assistants."
"Foundever","foundever.com","France","EMEA","ai-voice","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","cx outsourcing","Customer service call center providing customer support solutions."
"Alcméon","alcmeon.com","FR","EMEA","contact-center","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voicebot","Develops AI-powered customer service solutions, including chatbots and voicebots."
"Arvato","arvato.com","Germany","EMEA","BPO","voice-api","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","bpo","Business Process Outsourcing provider with contact center solutions and automation."
"Auxilion","auxilion.com","Ireland","EMEA","BPO","ai-agent","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center","Contact center support and IT services."
"Planday","planday.com","Denmark","EMEA","ai-voice","ai-agent","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","workforce management","Workforce management solution for healthcare with call center optimization."
"Amberscript","amberscript.com","Netherlands","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech recognition","Provides automated speech-to-text services which can be used to analyse voice data."
"Apiax","apiax.com","CH","EMEA","fintech","voice-api","validated","tier3","100","","","","Regulatory compliance platform using voice for secure verification."
"Smartcaller","smartcaller.io","Germany","EMEA","ai-voice","ai-agent","unverified","tier3","30","","voice_agent","AI powered virtual assistant that handles business phone calls","AI powered virtual assistant for business calls."
"Aflorithmic","aflorithmic.ai","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice cloning","Generates human-quality voice content for various applications."
"ReadSpeaker","readspeaker.com","SE","EMEA","ai-voice","voice-api","validated","tier3","70","","","","Text-to-speech solutions, converting written content into spoken audio."
"i2x.ai","i2x.ai","DE","EMEA","Sales","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered real-time coaching for call center agents."
"Speech Processing Solutions","www.speech.com","Austria","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","speech ai","Develops speech recognition and dictation solutions."
"Oneview Healthcare","oneviewhealthcare.com","IE","EMEA","healthcare","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","automated appointment reminders","Provides patient engagement solutions utilizing phone calls for appointment reminders and post-discharge follow-up."
"Modjo","modjo.ai","FR","EMEA","sales","ai-agent","validated","tier3","70","","","","Conversation intelligence platform that analyzes sales calls and meetings."
"Vocdoni","vocdoni.io","Estonia","EMEA","governance","voice-api","validated","tier3","70","","","","Secure voting platform with voice authentication options."
"AuraQ","auraq.com","United Kingdom","EMEA","ai-voice","contact-center","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center","Provides contact center solutions and services."
"Call Centre Helper","callcentrehelper.com","United Kingdom","EMEA","ai-voice","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","Publishes articles about call centers"
"iWoca","iwoca.co.uk","United Kingdom","EMEA","finance","phone-workflow","validated","tier3","70","","","","Iwoca provides finance, using phone calls for verification."
"Respeecher","respeecher.com","Ukraine","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice cloning","Voice cloning and voice modification for entertainment, advertising, and accessibility."
"DataProphet","dataprophet.com","South Africa","EMEA","manufacturing","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice interface","AI-powered solutions for manufacturing, including voice interfaces for operators."
"quantilope","quantilope.com","Germany","EMEA","market research","voice-api","validated","tier3","100","","","","AI-powered consumer research platform with automated voice analytics for customer feedback."
"Polycare","polycare.com","DE","EMEA","healthcare","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","phone support","AI-powered telephone support for healthcare, helping patients find care and book appointments."
"Veriff","veriff.com","Estonia","EMEA","identity verification","voice-api","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","identity verification","Uses phone calls as part of their identity verification process."
"Aura Fertility","aurafertility.com","UK","EMEA","healthcare","voice-api","unverified","tier3","30","","phone_workflow","Automated appointment reminders to make it easy for patients.","Fertility clinic management software with appointment reminders and patient communication features."
"Clynx","clynx.io","Portugal","EMEA","collections","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","automated calling","Debt collection software with automated calling and payment reminders."
"Landbot","landbot.io","Spain","EMEA","all","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","No-code chatbot and conversational AI platform."
"WebDoctor","webdoctor.ie","Ireland","EMEA","healthcare","phone-workflow","validated","tier3","100","","","","Offers telemedicine services that include phone consultations with doctors and healthcare professionals."
"Easypark","easypark.com","Sweden","EMEA","service operations","phone-workflow","validated","tier3","70","Contact-center / BPO / CX operators","","","App includes phone-based customer support as a core workflow for parking assistance."
"Anyday","anyday.io","Denmark","EMEA","fintech","phone-workflow","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","phone support","Buy-now-pay-later with robust customer service, which often involves phone support."
"PayU","payu.com","Czech Republic","EMEA","fintech","phone-workflow","validated","tier3","90","","","","Provides phone-based customer service as part of its payment processing solutions."
"Docplanner","docplanner.com","Poland","EMEA","healthcare","phone-workflow","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment reminders","Online healthcare booking platform with phone-based patient support and appointment reminders."
"Doctolib","doctolib.fr","France","EMEA","healthcare","phone-workflow","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","appointment reminders","Offers phone-based appointment reminders and customer support as part of its online medical booking service."
"Sonosapiens","sonosapiens.com","France","EMEA","call-center","ai-agent","unverified","tier3","30","","voice_agent","AI Customer Interaction Management and Conversation Intelligence","AI agent for customer conversations"
"Yogo","yogo.fr","France","EMEA","Fintech","voice-api","unverified","tier3","50","","voice_agent","Voice interface to automatically manage expenses","Real-time expense management solution using voice"
"Axe AI","axeai.com","UK","EMEA","customer service","ai-agent","unverified","tier3","30","","voice_agent","Custom Voice AI Solutions.","Develops custom voice AI solutions for businesses."
"Antal International","antal.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","BPO solutions including recruitment for contact centers."
"Sensée","sensee.co.uk","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Home-based customer service and contact center outsourcing."
"Impact Healthcare","impacthealthcare.co.uk","GB","EMEA","healthcare","contact-center","unverified","tier3","30","","phone_workflow","Phone line workflow","Healthcare providers"
"Mimica Automation","mimica.ai","United Kingdom","EMEA","general","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","Platform to automate processes, including voice processes using AI"
