company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"LeadSquared","leadsquared.com","IN","APAC","technology","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","telephony","Sales automation and CRM platform."
"Wipro BPO","wipro.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Provides BPO and customer service solutions, integrating with AI to improve operations."
"Hinduja Global Solutions (HGS)","teamhgs.com","India","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Global BPO offering customer experience solutions including AI and automation."
"Startek","startek.com","India","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Offers customer experience solutions, including contact center services and AI-powered automation."
"Everise","weareeverise.com","SG","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Outsources contact center operations"
"IntouchCx","intouchcx.com","","APAC","","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Customer experience company using AI for contact center services."
"Qualfon","qualfon.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global BPO provider with a focus on CX and contact center solutions."
"Sitel Group","sitel.com","AU","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","cx","Global CX provider with a strong presence in APAC and AI-powered customer service solutions."
"Concentrix Daksh Services India Private Limited","concentrix.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global provider of customer experience (CX) solutions and technology, offering AI and automation for contact centers."
"Hinduja Global Solutions","teamhgs.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Offers contact center and BPO services with automation and AI capabilities for voice interactions."
"WNS Global Services","wns.com","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","contact center automation","A global BPO company providing customer interaction services, including contact center automation and AI-driven solutions."
"Ubiquity","ubiquity.com","PH","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Philippines-based BPO offering CX and process optimization with automation and AI."
"Sitel Group (Foundever)","foundever.com","Philippines","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global customer experience company providing outsourcing services."
"TaskUs","taskus.com","PH","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","contact center automation","Offers customer support and outsourcing services, including AI-powered virtual assistants and contact center automation."
"CX Central","https://www.cxcentral.com.au/","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","CX Central is a platform dedicated to customer experience and contact centers."
"Payright","payright.com.au","Australia","APAC","fintech","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","collections","Buy-now-pay-later platform with collections and customer support workflows."
"Validus","https://www.validus.sg/","SG","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","collections","SME lending platform which uses phone calls for communication and collections"
"Medadvisor","medadvisor.com.au","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Medication management platform for pharmacies and patients."
"Alorica","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Customer experience BPO provider with AI-powered solutions."
"Qualtrics XM Asia Pte. Ltd.","qualtrics.com","SG","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Experience management company with a focus on contact center experience and automation."
"Inspiro ReliaCloud Pte. Ltd.","inspiro.com","SG","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","BPO providing customer experience management solutions, including contact center services with automation."
"Airwallex","airwallex.com","Australia","APAC","fintech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Global payments platform for businesses."
"Frank Health Insurance","frankhealthinsurance.com.au","Australia","APAC","insurtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Health insurance provider with customer support contact center."
"Cover Genius","covergenius.com","Australia","APAC","insurtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Insurance provider for online businesses, with call center for claims."
"Employment Hero","employmenthero.com","Australia","APAC","any","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","HR and payroll platform that includes phone support, with potential for AI-powered assistance."
"Class Limited","class.com.au","Australia","APAC","fintech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","SMSF administration software"
"Deputy","deputy.com","Australia","APAC","any","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","scheduling","Workforce management software provider."
"Siteminder","siteminder.com","Australia","APAC","traveltech","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Hotel commerce platform; supports bookings and customer service."
"Linktree","https://linktr.ee/","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Link-in-bio tool, may use phone for customer support or security."
"Assembly Payments","assemblypayments.com","Australia","APAC","fintech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","Payments platform, potential phone support for businesses."
"Kounta","https://www.kounta.com/","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","POS software with customer support."
"eClerx","eclerx.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Provides BPO and customer service, with AI for intelligent automation."
"Sutherland Global Services India Private Limited","sutherlandglobal.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Business process transformation company, providing contact center and customer experience solutions."
"Apxor","apxor.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Customer engagement platform likely needing to manage and optimize customer communication, including call centers."
"Pine Labs","pinelabs.com","India","APAC","fintech","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Merchant commerce platform needing communication with merchants and customers."
"Keka HR","keka.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","HR management software likely needing employee communication and verification."
"Whatfix","whatfix.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Digital adoption platform providing in-app guidance, needing customer support."
"Chargebee","www.chargebee.com","IN","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Subscription billing and revenue management platform implying customer communication and support for billing inquiries."
"Zenoti","www.zenoti.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment","Software for spas, salons, and med spas, likely incorporating appointment booking and reminders."
"Crayon Data","crayondata.com","Singapore","APAC","fintech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","AI and big data analytics platform potentially requiring call support."
"Healthera","healthera.com","Australia","APAC","healthtech","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","scheduling","Healthcare app that connects to pharmacies."
"Orai Robotics","orai-robotics.com","SG","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Robotics and AI for automating customer interactions, specifically mentioning voice."
"Hinduja Technologies","hindujatech.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Technology solutions provider offering contact center and customer support solutions."
"Acquire BPO","acquirebpo.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","BPO specializing in contact centers and customer service solutions"
"IkeGPS","ikegps.com","NZ","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai","Provides AI-driven workflow tools using voice"
"LiveOps","liveops.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Cloud contact center and CX solutions."
"Observe AI","observe.ai","India","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","AI-powered platform for contact center call analysis and automation."
"Avaamo","avaamo.ai","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Provides conversational AI solutions for healthcare and other industries, including virtual assistants and chatbots."
"CoRover.ai","corover.ai","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Human-like conversational AI platform and chatbot builder; focused on multi-channel engagement."
"Instarem","instarem.com","Singapore","APAC","fintech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Cross-border payments platform with potential need for voice verification and customer support."
"MobiKwik","mobikwik.com","IN","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Mobile wallet and payment platform with customer service and verification needs."
"Paytm","paytm.com","IN","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Digital payments and financial services platform with extensive customer support and verification needs."
"X0PA AI","x0pa.com","SG","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai","AI-powered hiring platform that uses voice AI to automate initial screening and candidate communication."
"Engage Hub","engagehub.com","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Customer engagement platform using conversational AI to automate customer interactions, including voice."
"Observe.AI","observe.ai","India","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Uses AI for conversation intelligence and automation in contact centers."
"Mobile Premier League (MPL)","mpl.live","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Mobile gaming platform with customer support."
"Livspace","livspace.com","SG","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Home interior design and renovation platform with customer support."
"Culture Amp","cultureamp.com","Australia","APAC","any","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Employee experience platform with customer support."
"Wipro BPS","wipro.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","BPO arm of Wipro, offers contact center services using AI-powered solutions"
"Allsec Technologies","allsectech.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Business process outsourcing and HR services company. "
"Xdroid","xdroid.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","AI-driven solution for contact centers, providing real-time agent assistance and call analysis."
"QMetrix","qmetrix.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Real-time speech analytics for call centers."
"CallMiner","callminer.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","AI-powered platform for analyzing customer interactions in contact centers."
"Sprout Labs","sproutlabs.com.au","AU","APAC","technology","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","call routing","Provides AI powered phone answering and call routing for businesses."
"Wobot.ai","wobot.ai","India","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Wobot.ai provides AI-powered video analytics solutions that can be applied to voice analysis in call centers and other settings to improve customer service and compliance."
"Zoho Corporation","zoho.com","India","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Zoho offers AI-powered customer service products; call center and AI assistant"
"Smartly.ai","smartly.ai","SG","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Customer service automation platform using conversational AI to handle customer queries over voice and chat."
"Quantela","quantela.com","India","APAC","technology","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","telephony","Urban infrastructure automation platform that integrates telephony for citizen communication and alerts."
"Skit.ai","skit.ai","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Offers voice AI solutions for contact centers, including automation and analytics."
"EngageBay","engagebay.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","EngageBay provides an all-in-one marketing, sales, and service automation platform that includes features for voice communication, such as VoIP calling and call recording."
"Zoho","zoho.com","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Business software suite offering AI-powered voice agents for customer service and sales."
"Gupshup.io","gupshup.io","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Conversational messaging platform."
"Sitel Group Philippines","sitel.com","Philippines","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global customer experience company providing contact center services."
"Ubiquity Global Services","ubiquity.com","PH","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Provides business process outsourcing and customer relationship management services with AI-powered automation."
"Alorica Philippines","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global customer experience solutions provider focused on contact centers."
"iQor","iqor.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","BPO provider offering contact center and customer support services."
"Accenture Philippines","accenture.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides a range of services, including AI and automation solutions for customer service and contact centers."
"Limitless Technology","limitlesstech.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides contact centre and unified communication solutions."
"Arise Virtual Solutions Philippines","arise.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides virtual contact center services."
"Conectys","conectys.com","PH","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Multilingual outsourcing services including voice support."
"Ventrica","ventrica.co.uk","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Customer management and contact centre operations. HQ in UK, with operations in Australia."
"Sitel Philippines","sitel.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Global customer experience company that helps businesses optimize their operations and enhance interactions."
"Ozonetel","ozonetel.com","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai","Cloud contact center platform with AI-driven automation features."
"JustCall","justcall.io","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","JustCall provides a cloud-based phone system and contact center solution that offers AI-powered features such as call transcription, sentiment analysis, and virtual assistants."
"Floatpays","floatpays.com","ZA","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Customer support platform that utilizes AI."
"Qiscus","qiscus.com","Indonesia","APAC","all","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Customer Engagement platform with chatbots and conversational AI"
"Glee Trees","gleetrees.com","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","contact center automation","Provides AI-powered contact center automation tools."
"Invoca (APAC Operations)","invoca.com","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Call tracking and AI-powered conversation analytics platform."
"Open Access BPO","openaccessbpo.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Outsourcing provider offering call center and customer support services."
"IBEX Global Philippines","ibex.co","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provider of customer engagement solutions and contact center services."
"MicroSourcing","microsourcing.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Outsourcing provider for offshoring teams and contact center services."
"Alorica Asia Pacific","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Customer experience solutions and contact center services."
"Ventura Corporation","ventura.com.au","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Provides customer contact solutions, implying substantial use of voice technology."
"The Resource Group (TRG)","trgworld.com","PK","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","outsourc","Business process outsourcing company focused on customer experience solutions."
"Skedulo","skedulo.com","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call automation","Mobile workforce management platform with call automation capabilities."
"Aisera","aisera.com","India","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","AI-driven service management platform; automates IT and customer support with virtual assistants."
"Frontdesk AI","frontdesk.ai","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai receptionist","AI receptionist for managing phone calls and appointments"
"Vymo","vymo.com","IN","APAC","technology","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","telephony","Sales automation platform using AI to guide sales reps; integrates with telephony systems."
"HappyFox","happyfox.com","India","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Help desk software with chatbot and AI integration to automate customer support."
"Kapture CX","kapture.cx","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","cx","AI-powered customer service automation platform. "
"Alorica Philippines, Inc.","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides customer experience solutions, including contact center services with AI and automation capabilities."
"Sitel Philippines Corporation","sitel.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides customer experience solutions, including contact center services enhanced by AI and automation."
"Sutherland Global Services","sutherlandglobal.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides BPO services, including AI powered contact center services"
"Harrison.ai","harrison.ai","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","AI-powered healthcare solutions for diagnostics and patient management, potential for voice-based interfaces."
"Komodo Health","komodohealth.com","AU","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","AI for disease understanding and clinical development"
"Mable","mable.com.au","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","scheduling","Platform connecting people with disabilities with support workers. Likely relies on phone communication for scheduling and coordination."
"Soul Machines","soulmachines.com","New Zealand","APAC","any","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Digital humans for customer service."
"Halaxy","halaxy.com","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment","Practice management software for healthcare professionals. Likely needing voice-based appointment reminders and communication."
"MyDr","mydr.com.au","Australia","APAC","Healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Online health information and directory. May implement voice search and telehealth features."
"Kyash","kyash.co","JP","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Mobile payment app with customer support features."
"PolicyPal","policypal.com","Singapore","APAC","insurtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Insurance platform providing policy management and claims assistance."
"Singlife","singlife.com","Singapore","APAC","insurtech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Digital life insurance company."
"Atome","atome.sg","SG","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","collections","Buy now pay later service with customer support."
"airasia move","airasia.com","MY","APAC","travel tech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","AirAsia's travel platform (formerly AirAsia Super App), including flights, hotels, and ride-hailing."
"Traveloka","traveloka.com","ID","APAC","travel tech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","Online travel agency providing flight and hotel bookings."
"Luno","luno.com","SG","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Cryptocurrency exchange platform with customer support."
