company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Webio","webio.com","IE","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for credit, collections and payments."
"Planday","planday.com","Denmark","EMEA","ai-voice","ai-agent","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","workforce management","Workforce management with automated call-outs and communication features."
"Vocapia Research","vocapia.com","FR","EMEA","any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech recognition","Develops speech recognition and speaker identification technologies."
"Symbl.ai","symbl.ai","GB","EMEA","ai","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai conversation","Conversational intelligence platform that enables developers to build AI-powered communication experiences."
"Quantemplate","quantemplate.com","UK","EMEA","insurtech","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice automation","Data integration platform for insurance with potential voice automation use cases."
"IPsoft","ipsoft.com","UK","EMEA","ai-voice","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai","Provides Amelia, an AI-powered virtual assistant for enterprise automation."
"Omilia","omilia.com","Greece","EMEA","any","voice-ai","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation."
"boost.ai","boost.ai","Norway","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for automating customer interactions."
"Dixa","dixa.com","Denmark","EMEA","customer support","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","ai agent","Customer service platform with AI capabilities for automating interactions."
"Aveni.ai","aveni.ai","UK","EMEA","fintech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech analytics","AI platform for financial services to extract insights from documents and calls."
"Veritone","veritone.com","UK","EMEA","general","voice-api","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice recognition","AI platform for media and entertainment, including voice recognition and analysis."
"OneReach.ai","onereach.com","","EMEA","","ai-agent","customer","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Low-code platform for building and deploying conversational AI solutions."
"DeepZen","deepzen.io","UK","EMEA","any","voice-api","unverified","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech technology","AI voice actor platform."
"Kea.ai","kea.ai","France","EMEA","conversational ai","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for contact centers."
"HumanFirst","humanfirst.ai","UK","EMEA","cross-vertical","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai","Voice AI powering digital transformation in healthcare"
"Aiscension","aiscension.io","UK","EMEA","contact center","ai-agent","unverified","tier3","50","","","","Call center automation with AI"
"Avaamo","avaamo.ai","India","APAC","technology","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Enterprise platform for conversational AI"
"Veridas","veridas.com","ES","EMEA","Security","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice recognition","Biometric authentication solutions including voice recognition for financial services."
"Slang.ai","slang.ai","ES","EMEA","ai-voice","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice ai platform","Voice AI for language learning, enabling interactive spoken conversations."
"ReadSpeaker","readspeaker.com","SE","EMEA","ai-voice","voice-api","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","text to speech","Text-to-speech solutions for web accessibility and digital content."
"Inbenta","inbenta.com","Spain","EMEA","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform using semantic search and NLP for customer service."
"Akur8","akur8.com","France","EMEA","insurtech","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call analytics","AI powered call analytics solutions for insurance businesses."
"Sabio","sabiogroup.com","GB","EMEA","any","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Provides CX solutions including conversational AI and automation for contact centers."
"CallMiner","callminer.com","AU","APAC","technology","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","ai agent","CallMiner Eureka Conversation Intelligence platform analyzes customer interactions to improve business performance."
"SOVVA.ai","sovva.ai","Finland","EMEA","contact center","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voicebot","AI-powered customer service automation platform for voice and chat."
"Respeecher","respeecher.com","Ukraine","EMEA","ai-voice","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","speech synthesis","Voice cloning and voice modification technology for creating realistic character voices. *Acquired by Nvidia*"
"Mindtrace","mindtrace.com","UK","EMEA","marketing","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","B2B conversational AI platform to identify and engage buyers to increase sales."
"Neuro.net","neuro.net","Singapore","APAC","technology","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for automated customer communication."
"Vianai Systems","vian.ai","CH","EMEA","customer support","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice ai solution","Voice AI solution provider for enterprises."
"Yapay","yapay.ai","France","EMEA","Travel","ai-agent","unverified","tier3","60","","","","AI-powered virtual assistant for travel expense management, automating processes through voice interaction."
"Aimesoft","aimesoft.com","Czechia","EMEA","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Develops and integrates conversational AI solutions."
"Rasa","rasa.com","Germany","EMEA","any","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Open-source conversational AI framework."
"Puzzel","puzzel.com","Norway","EMEA","any","voice-ai","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","workforce management","Cloud-based contact center solution with AI capabilities."
"NLX","nlx.ai","UK","EMEA","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","NLX is a conversational AI platform used to automate customer interactions via voice and chat."
"Talkpush","talkpush.com","","EMEA","","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Recruitment automation platform using conversational AI for candidate screening and engagement."
"MindTitan","mindtitan.com","Estonia","EMEA","contact-center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai agent","Builds custom AI solutions for various industries. Often builds conversational AI agents for customer service."
"boost ai","boost.ai","NO","EMEA","customer-service","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for customer service automation, especially for finance."
"Pactum AI","pactum.com","EE","EMEA","general","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","ai agent","AI-driven negotiation platform that could leverage voice AI for negotiation automation."
"Langly","langly.ai","DE","EMEA","contact center","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agent for customer service, handling calls and providing support."
"Descript","descript.com","IE","EMEA","marketing","voice-api","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice cloning","Audio and video editing software with transcription and voice cloning features."
"Articulate","articulate.com","UK","EMEA","contact center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Customer engagement platform that includes conversational AI and chatbot capabilities."
"Vocala","vocala.co","France","EMEA","healthcare","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice-based ai","Focuses on voice-based AI solutions for the healthcare industry."
"Acapela Group","acapela-group.com","Belgium","EMEA","AI-voice","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech synthesis","Develops voice solutions and speech synthesis technologies, with applications in various industries."
"SESTEK","sestek.com","TR","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech recognition","Provides speech technologies and conversational AI solutions for customer service."
"Linguatec","linguatec.de","DE","EMEA","speech technology","voice-api","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","speech recognition","Develops speech recognition and text-to-speech technologies."
"P speak","pspeak.com","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-driven voice agents for customer interactions."
"Veriff","veriff.com","Estonia","EMEA","identity verification","voice-api","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","identity verification","Identity verification, could utilize voice biometrics."
"Aflorithmic","aflorithmic.ai","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice synthesis","AI audio production and voice synthesis for marketing and advertising."
"TalkMore","talkmore.ai","Spain","EMEA","customer service","ai-agent","unverified","tier3","30","","","","AI-powered call center solutions for lead qualification and sales engagement."
"Ellipsis Health","ellipsishealth.com","US","AMER","healthcare","ai-agent","validated","tier1","100","Vertical software with phone-native workflows","vertical_phone_workflows","patient engagement","Ellipsis Health uses speech to analyze voice data for insights into mental health. (Included despite US HQ as example of phone-based speech analysis)"
"One Creation","one-creation.com","France","EMEA","general","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai","Develops conversational AI solutions for businesses to improve customer experience."
"LivePerson","liveperson.com","US","AMER","contact-center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","AI-powered conversational platform with contact center automation capabilities."
"Vokode","vokode.com","GB","EMEA","ai","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech ai","Speech AI platform."
"Vocads","vocads.com","Denmark","EMEA","Any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational voice ai","Platform for creating and managing voice-based advertising campaigns."
"Calldesk","calldesk.ai","France","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agents for customer service."
"DeepPavlov","deeppavlov.ai","Russia","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","conversational ai","Open-source conversational AI framework."
"Zelo.ai","zelo.ai","UK","EMEA","contact-center","ai-agent","unverified","tier3","30","","","","Contact Center AI and Automation Solutions"
"CallDesk.ai","calldesk.ai","France","EMEA","contact center","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice agent","Develops and operates AI-powered call centers."
"Cloudfactory.com","cloudfactory.com","UK","EMEA","BPO","ai-agent","validated","tier3","70","Contact-center / BPO / CX operators","","","Provides a workforce and platform for AI data annotation and augmentation, with potential applications in voice AI data preparation."
"LeadBoxer","leadboxer.com","NL","EMEA","sales","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","lead generation","Lead tracking and intelligence platform that can integrate with voice communication systems."
"Utterly","utterly.app","UK","EMEA","ai-voice","ai-agent","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","interactive voice","Platform enabling businesses to create interactive voice experiences."
"Aflorithmic Labs","aflorithmic.ai","ES","EMEA","ai-voice","voice-api","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","text to speech","AI voice platform and generative audio API."
"Y Meadows","ymeadows.com","CH","EMEA","contact-center","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center operations","AI-powered customer service platform. Helps automate support ticket analysis and response, improving call center operations."
"Vocalyse","vocalyse.ai","Netherlands","EMEA","ai-agent","ai-agent","validated","tier1","90","Vertical software with phone-native workflows","vertical_phone_workflows","appointment management","AI company specializes in speech analysis for coaching and communication insights."
"Polymerize","polymerize.io","Germany","EMEA","scientific research","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice interface","AI tools for scientific research, potentially using voice interfaces for data input/analysis."
"Vocale","vocale.ai","France","EMEA","customer service","ai-agent","unverified","tier3","50","","","","AI-powered voice agent for customer support."
"Leadscale","leadscale.ai","Germany","EMEA","sales","ai-agent","unverified","tier3","50","","","","AI-driven sales platform that could integrate voice AI for lead qualification and engagement."
"CallRevu","callrevu.com","UK","EMEA","any","voice-ai","validated","tier1","100","Platform builders embedding telephony / voice automation","embedded_voice_platforms","phone system","AI-powered call tracking and analysis for automotive dealerships."
"Clustaar","clustaar.com","France","EMEA","customer service","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","conversational ai","Platform for building and managing conversational AI chatbots and voice assistants."
"Verbit.ai","verbit.ai","AU","APAC","technology","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice ai solution","AI-powered transcription and captioning platform."
