company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Sensée","sensee.co.uk","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Sensée is a virtual contact center outsourcing company."
"Arvato CRM Solutions","arvato.com","Germany","EMEA","ai-voice","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center operations","CRM solutions provider with a strong voice component."
"Call Flow","callflow.dev","Bulgaria","EMEA","ai-voice","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","cloud telephony","Provides cloud-based telephony solutions for businesses."
"Tovie AI","tovie.ai","United Kingdom","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for building voicebots."
"Allianz Partners","allianz-partners.com","France","EMEA","Insurance","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Assistance services including travel, health, home and automotive."
"YIELDS.IO","yields.io","Belgium","EMEA","contact-center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform to automate complex conversations in contact centers."
"Atento","atento.com","Spain","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Customer Relationship Management and BPO services including contact center."
"ilya","ilya.app","ES","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","iLYA develops AI solutions for customer service, including chatbots and voice assistants."
"Artificial Lawyer","artificiallawyer.com","United Kingdom","EMEA","legal tech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice automation","While primarily a news and information site, they actively cover AI applications in law, including voice AI and voice automation tools in legal practices."
"Auxadi","auxadi.com","Spain","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Auxadi is a European BPO provider specialized in accounting, tax compliance, and payroll services."
"Liquid Voice","liquidvoice.com","United Kingdom","EMEA","ai-voice","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call recording","Liquid Voice offers voice recording and analytics solutions for contact centers."
"Ascensos Contact Centre","ascensos.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center services","Customer care and outsourcing company"
"Ant Marketing","antmarketing.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","outbound call center","Outbound call center services"
"CPM Group","cpm-int.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Field sales and customer engagement solutions."
"Axeptia","axeptia.com","Norway","EMEA","collections","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","debt collection software","Debt collection software that includes automated call campaigns and voice recording."
"Ultima Business Solutions","ultima.com","United Kingdom","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Offers managed services and solutions, including contact center technologies and AI-driven customer service."
"IP Integration","ipintegration.com","United Kingdom","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Specializes in contact center solutions, including design, implementation, and support."
"Eckoh","eckoh.com","United Kingdom","EMEA","customer support","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice self-service","Provides secure payment and customer contact solutions with voice self-service."
"Servicom","servicom.es","Spain","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Contact center focused on customer relationship management."
