company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Sidetrade","sidetrade.com","FR","EMEA","finance","voice-api","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","automated calls","AI-powered platform automating the collection process, including automated call reminders and customer payment portals."
"Auris AI","auris.ai","UK","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agents for customer service automation."
"Konverso","konverso.ai","France","EMEA","IT Service Desk","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","AI-powered conversational platform for customer support."
"Sabio","sabiogroup.com","GB","EMEA","any","voice-api","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center","Customer experience and contact center transformation services."
"Content Guru","contentguru.com","UK","EMEA","any","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Cloud contact center and customer engagement solutions."
"Utterly","utterly.app","UK","EMEA","ai-voice","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","AI-powered call center automation platform."
"Neurosoft","neurosoft.gr","Greece","EMEA","customer support","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","field service","Provides call center solutions for financial institutions."
"Amberscript","amberscript.com","Netherlands","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","speech recognition","AI-powered transcription platform."
"Onebase","onebase.co","DE","EMEA","contact-center","ai-agent","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center","Offers contact center solutions with focus on automation."
"Talkwalker","talkwalker.com","LU","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech recognition","Offers speech recognition and analytics."
"Phonal AI","phonal.ai","FR","EMEA","customer-service","ai-agent","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","voice agent","Modern telephony for startups, freelancers, and small teams."
"Aflorithmic","aflorithmic.ai","UK","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice synthesis","AI voice synthesis platform creating lifelike audio for various applications."
"ReadSpeaker","readspeaker.com","SE","EMEA","ai-voice","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","speech technology","Text-to-speech solutions for website accessibility."
"Babblevoice","babblevoice.com","GB","EMEA","contact-center","contact-center","validated","tier1","100","Vertical software with phone-native workflows","vertical_phone_workflows","appointment management","Offers cloud-based telephony solutions, including call handling and management."
"Speech Processing Solutions","www.speech.com","Austria","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","speech ai","A provider of professional speech technology solutions."
"CallCare","callcare247.com","UK","EMEA","healthcare","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer experience","24/7 outsourced call answering services."
"Scorebuddy","scorebuddy.co","IE","EMEA","contact-center","voice-api","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center","Call center quality assurance platform."
"Polycare","polycare.com","DE","EMEA","healthcare","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","care coordination","Provides a telephone-based care coordination service."
"Antal International","antal.com","United Kingdom","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","Recruitment agency specializing in contact center recruitment."
"Sensée","sensee.co.uk","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Sensée is a virtual contact center outsourcing company."
"Arvato CRM Solutions","arvato.com","Germany","EMEA","ai-voice","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","call center operations","CRM solutions provider with a strong voice component."
"ZAUBER AI","zauber.ai","Germany","EMEA","ai-voice","ai-agent","unverified","tier3","40","","voice_agent","AI-powered voice assistants that answer calls and provide customer service.","AI-powered voice assistants for customer service."
"Call Flow","callflow.dev","Bulgaria","EMEA","ai-voice","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","cloud telephony","Provides cloud-based telephony solutions for businesses."
"Tovie AI","tovie.ai","United Kingdom","EMEA","ai-voice","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform for building voicebots."
"Oura AI","oura.ai","UK","EMEA","ai-voice","ai-agent","unverified","tier3","30","","call_automation","Generate more leads, book more meetings, and close more deals with Oura's AI-powered call automation.","AI-powered call automation for sales teams."
"Bosch Service Solutions","boschservicesolutions.com","Germany","EMEA","BPO","ai-agent","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","business process outsourcing","Business process outsourcing with contact center solutions"
"Allianz Partners","allianz-partners.com","France","EMEA","Insurance","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Assistance services including travel, health, home and automotive."
"Eurocall","eurocall.co.uk","UK","EMEA","BPO","contact-center","unverified","tier3","50","","phone_workflow","Contact center services","Contact center and customer support."
"Foundever (formerly Sitel Group)","foundever.com","Luxembourg","EMEA","BPO","contact-center","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","call center","Customer service and call center solutions."
"Walter Services","walterservices.com","Germany","EMEA","BPO","contact-center","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","business process outsourcing","Contact center and customer communication."
"YIELDS.IO","yields.io","Belgium","EMEA","contact-center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai platform","Conversational AI platform to automate complex conversations in contact centers."
"Sitel Portugal","sitel.pt","PT","EMEA","BPO","contact-center","unverified","tier3","30","","phone_workflow","Multichannel Customer Service","Provides outsourced contact center solutions and customer service support."
"Atento","atento.com","Spain","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Customer Relationship Management and BPO services including contact center."
"Sopra Steria","soprasteria.com","France","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","European consulting, digital services, and software company with focus on contact centers."
"Computacenter","computacenter.com","United Kingdom","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","IT infrastructure services provider that includes contact center solutions."
"ilya","ilya.app","ES","EMEA","customer service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai-powered voice","iLYA develops AI solutions for customer service, including chatbots and voice assistants."
"Artificial Lawyer","artificiallawyer.com","United Kingdom","EMEA","legal tech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice automation","While primarily a news and information site, they actively cover AI applications in law, including voice AI and voice automation tools in legal practices."
"Yapay AI","yapay.ai","UK","EMEA","finance","ai-agent","unverified","tier3","50","","ai-agent","AI-powered collections & recovery platform","AI solution to automate collections, including through conversational AI."
"Auxadi","auxadi.com","Spain","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","bpo","Auxadi is a European BPO provider specialized in accounting, tax compliance, and payroll services."
"Servest Group","servest.co.za","South Africa","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","call center operations","Servest Group is a facilities management and services company with a large contact center operation."
"Teleperformance Portugal","teleperformance.com","PT","EMEA","BPO","contact-center","unverified","tier3","50","","phone_workflow","Customer care, technical support, customer acquisition, consulting & analytics.","Teleperformance Portugal provides outsourced customer experience management services."
"Intelenet Global Services UK","intelenetglobal.com","GB","EMEA","BPO","contact-center","unverified","tier3","30","","phone_workflow","Customer experience and contact center outsourcing.","Intelenet Global Services provides BPO and customer experience management services."
"Liquid Voice","liquidvoice.com","United Kingdom","EMEA","ai-voice","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call recording","Liquid Voice offers voice recording and analytics solutions for contact centers."
"Ascensos Contact Centre","ascensos.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center services","Customer care and outsourcing company"
"Ant Marketing","antmarketing.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","outbound call center","Outbound call center services"
"Axians","axians.com","France","EMEA","customer support","voice-api","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","contact center","Provides contact center and communication solutions."
"Akixi","akixi.com","United Kingdom","EMEA","customer support","voice-api","validated","tier1","100","AI agent / voice agent builders","ai_agent_builders","call analytics","Cloud-based call management and reporting solutions."
"CPM Group","cpm-int.com","United Kingdom","EMEA","BPO","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Field sales and customer engagement solutions."
"SGS","sgs.com","Switzerland","EMEA","BPO","contact-center","validated","tier1","90","Contact-center / BPO / CX operators","cx_operators","contact center services","Provides inspection, verification, testing and certification services, including contact center services with high call volumes."
"Answer4u","answer4u.com","UK","EMEA","BPO","contact-center","unverified","tier3","50","","phone_workflow","Telephone Answering","Telephone answering and virtual receptionist services."
"Echo Managed Services","echo-ms.com","United Kingdom","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","business process outsourcing","Customer contact solutions provider."
"Sigma Connected Group","sigmaconnected.com","United Kingdom","EMEA","BPO","contact-center","validated","tier1","100","Contact-center / BPO / CX operators","cx_operators","business process outsourcing","Contact center outsourcing."
"Axeptia","axeptia.com","Norway","EMEA","collections","voice-api","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","debt collection software","Debt collection software that includes automated call campaigns and voice recording."
"Modulai","modulai.io","Sweden","EMEA","customer support","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered voice agents for customer service, handling inquiries and providing support."
"Ultima Business Solutions","ultima.com","United Kingdom","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Offers managed services and solutions, including contact center technologies and AI-driven customer service."
"IP Integration","ipintegration.com","United Kingdom","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Specializes in contact center solutions, including design, implementation, and support."
"Eckoh","eckoh.com","United Kingdom","EMEA","customer support","voice-api","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice self-service","Provides secure payment and customer contact solutions with voice self-service."
"Servicom","servicom.es","Spain","EMEA","customer support","contact-center","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","contact center","Contact center focused on customer relationship management."
"Acapela Group","acapela-group.com","Belgium","EMEA","AI-voice","voice-api","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","text to speech","Develops text-to-speech solutions"
"DeepL","deepl.com","Germany","EMEA","ai-voice","ai-agent","validated","tier1","90","AI agent / voice agent builders","ai_agent_builders","voice recognition","While known for text translation, DeepL also integrates with voice recognition for real-time translation."
