company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"Yidu Cloud","yiducloud.com","China","APAC","healthcare","ai-agent","unverified","tier3","30","","","","Cloud healthcare management platform leveraging voice to provide access to healthcare resources"
"PromptCloud","promptcloud.com","IN","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Primarily a web scraping company, but also provide AI-powered data solutions that could be used with voice agents."
"Affable.ai","affable.ai","Singapore","APAC","marketing","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI-powered influencer marketing platform with capabilities applicable to voice agent creation."
"Sigmoid","sigmoid.com","India","APAC","any","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Data engineering and AI consulting; potentially could be used with voice agents."
"Gnani.ai","gnani.ai","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Offers conversational AI solutions for customer service, including voice bots."
"Emotech Limited","emotech.ai","China","APAC","robotics","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Developer of Olly, a robot with advanced voice and emotion AI capabilities."
"Niroggyan","niroggyan.com","India","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Healthcare platform using voice-based AI for early disease detection and remote patient monitoring."
"Aisensy","aisensy.com","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","WhatsApp marketing platform including AI Chatbot with voice interaction features."
"AISense","aisense.com","Japan","APAC","contact center","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice ai","Provides voice AI solutions for customer support and call centers."
"Dialogflow","dialogflow.com","Australia","APAC","all","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Conversational AI platform for building chatbots and voice bots. (Now part of Google)"
"ServisBOT","servisbot.com","Singapore","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Provides AI-powered virtual agents for customer service with voice functionality."
"Aisera","aisera.com","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","An AI Service Management (AISM) solution that automates tasks with AI agents"
"Active.Ai","active.ai","Singapore","APAC","fintech","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai agent","Conversational AI platform for financial institutions using voice and text."
"Verint Systems Japan","verint.co.jp","Japan","APAC","contact center","ai-agent","unverified","tier3","30","","","","Verint subsidiary that offers solutions for customer engagement including voice-based analytics and automation."
"Quantiphi APAC","quantiphi.com","India","APAC","various","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI and data science company providing services, including conversational AI and voice agent solutions."
"Tech Mahindra","techmahindra.com","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Global systems integrator that implements solutions, including AI-powered voice agents, for clients."
"Cognitive Digital","cognitivedigital.com","Singapore","APAC","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","AI and Machine Learning solutions provider offering conversational AI and chatbot development services."
"Frontdesk AI","frontdesk.ai","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Focuses on conversational AI for automating front desk management."
"Xfers","xfers.com","Singapore","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Building payment infrastructure, may need AI for customer support."
"Deepsense","deepsense.ai","Singapore","APAC","general","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","AI development company building custom AI solutions including voice agents"
"Remarkable AI","remarkable.ai","Australia","APAC","contact center","ai-agent","unverified","tier3","50","","","","Australian company using AI to analyze and improve call center performance, including voice analysis."
"Companions","companions.ai","Japan","APAC","customer service","ai-agent","unverified","tier3","30","","","","Provides AI-powered customer service solutions with voice capabilities."
"Spoke Technologies","spoke.ai","Australia","APAC","customer service","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Offers an AI-powered virtual assistant for customer support and internal help desks."
"Observe AI (India)","observe.ai","India","APAC","contact center","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides AI-powered agent assistance and call center analytics."
"Intersect","intersect.works","Australia","APAC","enterprise","ai-agent","unverified","tier3","30","","","","Digital worker platform using AI to automate tasks, including voice-driven automation."
"PKSHA Technology","pkshatech.com","Japan","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Provides AI-based solutions like chatbots and voice assistants for customer support."
"IPsoft ( Amelia )","ipsoft.com","Australia","APAC","it-services","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Amelia is IPsoft's digital employee platform, known for its AI-powered conversational capabilities, including voice interaction."
"Senti AI","senti.ai","Philippines","APAC","customer-service","ai-agent","unverified","tier3","30","","","","Builds AI solutions, including voice recognition and natural language processing."
"Dialogflow (Google Cloud)","cloud.google.com/dialogflow","Singapore","APAC","customer-service","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","conversational ai","Google's conversational AI platform now headquartered in Singapore"
"Darwinbox","darwinbox.com","India","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","A cloud-based HRMS platform that could utilize AI voice agents."
